machine	verdict	diagnoses
1RB1LB_1RC1LE_1RD0LF_0LA0RD_---1LD_0LD1LF	open	no-period,too-many-params
1RB0LB_0RC0LF_1LD1RE_0LA0RB_0RD0RF_0LA---	open	silent
1RB1LD_1RC0RB_1LA0RE_1LC1LE_1LF0LA_0RE---	open	no-period,too-many-params
1RB---_1LC0LF_1RD1LB_1RE0RD_1LB0RB_1LB0LA	open	no-period,too-many-params
1RB1RF_0LC1LF_---1LD_1LE0LD_1RA0RC_1RE0RA	open	no-period
1RB0RE_1LC1RA_1LD0LC_0RE0LA_1RA1RF_0RA---	open	no-period,too-many-params
1RB1LA_1LC1RD_1LA0LC_1RE0RB_1RB0RF_1RC---	open	no-period,too-many-params
1RB0RF_1LC1RE_0LD0LC_1RD0RB_1RA0RB_0RB---	open	no-period,too-many-params
1RB---_1LC1LD_1LD0LB_1RE1LC_1RF0RE_1RA0RC	open	no-period,too-many-params
1RB1LE_0RC1RA_0LD0RB_1LA1LF_0LC1RF_---0LA	open	no-period,too-many-params
1RB1LF_1LC1RB_1RE1LD_1LB0LC_1LA0RE_1LD---	open	no-period
1RB---_1LC1LB_1LD0LB_1RE1LC_1RF0RE_0RA0RC	open	no-period,too-many-params
1RB0RE_1LC1RA_1LD0LC_1RA0LA_1RA1RF_1RD---	open	no-period,too-many-params
1RB1RA_1RC0RA_1LD1RB_1LE0LD_1LF0LB_1LA---	open	no-period,too-many-params
1RB0RD_1RC---_1LD1LC_1LE0LC_1RF0RC_1RA0RF	open	no-period,too-many-params
1RB0LA_1RC0RD_1LB1RE_---1LC_1RF0RC_1LA0RB	open	no-period
1RB0LD_0LC0RE_1LA0RD_0RB0LD_1RC1RF_1RA---	open	silent
1RB0LC_1LC1RD_1LA1LC_1LF0RE_0RF1RB_---1RE	open	no-period
1RB0RE_1LC0RA_1RE1LD_0LB0LF_1RA1RA_0LD---	open	halt-reached,too-many-params
1RB0LB_0RC1RF_1LD1RE_0LA0RB_0RD0LD_0LE---	open	silent
1RB---_1RC1RA_1RD0RB_1LE1RC_1LF0LE_1RC0LC	open	no-period,too-many-params
1RB1LC_1LA1RB_1LD0LA_1RE1RD_---1RF_1LB0RF	open	no-period,too-many-params
1RB0RD_1LC1RE_1LD0LC_0LE0LC_0RA0RF_1RA---	open	silent
1RB0LD_1LC1RE_1LF0RA_1LA1LD_1RC0RE_---1LC	open	halt-reached,no-period,too-many-params
1RB1RC_1RC0RA_1LD1RB_1LE0LD_1LF0LB_1LA---	open	no-period,too-many-params
1RB1LD_1RC0RB_1LA1LE_1LC0LA_1LF0RD_0LA---	open	no-period
1RB0LB_0RC0LD_1LD1RE_0LA0RF_0RD0LC_0RC---	open	silent
1RB---_0LC0RB_1RA1LD_1LE1LF_1LB0LF_0RC0LA	open	no-period
1RB1LD_1RC0RB_1LA0LE_1LC0LA_1LF1RB_1LD---	open	no-period,too-many-params
1RB1LD_1RC0RB_1LA1LE_1LC0LA_0LF0RD_0RC---	open	no-period
1RB0RF_1LC1RA_1LD0LC_0LE0LA_0RF---_1RA1RF	open	no-period,too-many-params
1RB0RA_1RC0RC_1LD0LE_1RA1LC_1LC0LF_0LC---	open	no-period,too-many-params
1RB---_0LC0RB_1RA1LD_0RD1LE_1LF0LA_1LB0LE	open	no-period
1RB0RA_1RC0RC_1LD0LE_1RA1LC_1LC1LF_0LC---	open	no-period,too-many-params
1RB0RE_1LC1RA_1LD0LC_1RA0LA_1RA1RF_0RA---	open	no-period,too-many-params
1RB0RA_0LC0RE_1LE1LD_0LE---_1LF0LC_1RA1LE	open	no-period,too-many-params
1RB---_1LC0LE_0LA1LD_1LE1RD_1RF1LB_1RD0RF	open	no-period
1RB---_1LC1RE_0LD0LC_1RD0RB_1RF0RB_0LF1RA	open	no-period
1RB0LB_0RC0LD_1LD1RE_0LA0RB_0RD1RF_1LA---	open	silent
1RB0LC_1RC0RA_1LD1LA_1RE1LD_---1RF_0RD1RA	open	no-period,too-many-params
1RB0RC_1LC1LD_1RD0LB_0LF1RE_1RA0RE_---1RB	open	too-many-params
1RB1LD_1RC0RB_1LD1RC_1LF1LE_0LA0LD_1LA---	open	no-period
1RB---_1RC0LE_1RD1LC_1LB1RF_1LC0LE_1RA0RD	open	no-period
1RB0LC_0RC---_1RD0RE_1RE1RA_1LF1RC_1LD0LF	open	no-period
1RB1RE_1LC1RD_1LA0LC_1RA0RB_1RF0LD_1RC---	open	no-period,too-many-params
1RB0RA_1LC0RC_1LE0LD_1LC1LF_1RA1LC_0LC---	open	no-period,too-many-params
1RB0RA_0RC0RE_1LD---_1LE1LD_1RF0LD_1LB1RA	open	no-period,too-many-params
1RB1LC_1LA1RB_1RD1LF_1LE0RD_1LB---_0LE0LA	open	no-period,too-many-params
1RB0RA_1LC1RB_1LF1LD_0LE0LC_1RA1LC_1LE---	open	no-period
1RB---_1RC0LE_0LD0RF_1LB0RE_0RC0LE_1RD1RA	open	too-many-params
1RB---_1RC0RD_1RD1RA_1LE1RB_0LF0LE_1RF0RD	open	no-period
1RB0LD_0LC0RE_1LA0RD_0RB0LC_1RC1RF_0LD---	open	silent
1RB1LD_1RC0RB_1LA1LE_1LC0LA_1LF0RD_0LD---	open	no-period,too-many-params
1RB0RF_1LC1RA_1LD0LC_1LE0LA_1LF---_1RA1RF	open	no-period,too-many-params
1RB---_1RC0LC_1RD0RF_1LE1RC_1LB0LE_1RC1RA	open	no-period,too-many-params
1RB1LE_0LC0RB_1RE1LD_1LC---_1LF0LA_1LA1RF	open	no-period
1RB---_1RC1LB_1LB1RD_1LF1RE_0RA0RC_1RA0LF	open	no-period,too-many-params
1RB0LD_0LC0RE_1LA0RD_0RB0LC_1RC0RF_0LE---	open	too-many-params
1RB---_1LC1RE_0LE0LD_1LB0LC_1RA0RF_1LC1RB	open	no-period,too-many-params
1RB0RC_1LC0RE_0LD0LB_1RA1LE_1LB1RF_---0RD	open	no-period,too-many-params
1RB1LD_1RC0RB_1LA1LE_1LC0LA_1LF0RD_1RE---	open	no-period
1RB1LC_1LA1RD_1LA0LA_1LD0RE_0RF1RB_---0RC	open	no-period,too-many-params
1RB0RA_1LC1RE_1LD0LC_1RA0LE_1RA0RF_0LC---	open	no-period,too-many-params
1RB1RD_1LC0RD_1RE0LD_0RE0LF_0LB0RA_0LC---	open	too-many-params
1RB1LD_1RC0RB_1LA1LE_1LC0LA_0LF0RD_1RA---	open	no-period,too-many-params
1RB1LA_1LC1RD_1LA0LC_1RE0RB_1RF0LE_1RA---	open	no-period
1RB1RF_1LC1RE_0LD0LC_1RD0RB_1RA0RB_1RC---	open	no-period,too-many-params
1RB1LD_1RC0RB_1LA0LE_1LC0LA_1LF1RB_0LA---	open	no-period
1RB1LD_1RC0RB_1LA1RE_1LF0LA_1LA0RD_1LC---	open	no-period,too-many-params
1RB1RE_1LC0LF_1LD0LC_1RA0RB_1RD---_0RA1RE	open	no-period
1RB0RB_1LC0LE_1RD1LB_1RA0RD_1LB0LF_0LB---	open	no-period,too-many-params
1RB0LB_0RC0LD_1LD1RE_0LA0RB_0RD0RF_0LB---	open	silent
1RB1RE_1LC1RD_1LA0LC_1RA0RB_0RF0LD_0RB---	open	no-period
1RB1LE_1RC0RD_1LD0RE_0LA0LC_1LC1RF_---0RA	open	no-period
1RB1RC_1LC1RE_---1LD_0LE0LD_1RA0RF_1LD1RB	open	no-period,too-many-params
1RB1LF_1LC0LD_1LD1RC_1RE1LB_0LA0RE_0LA---	open	no-period
1RB1LE_1RC0RB_1LD1RC_1LA1LE_1LF0LA_1LC---	open	no-period
1RB0RF_1LC0RD_1RD0LC_1LE---_1RF1LE_1LB1RA	open	no-period,too-many-params
1RB1RF_1RC0RF_0RD0LC_1LE1RA_1LC---_0LD0RE	open	no-period
1RB1LA_1LC1RD_1LA0LC_1RE0RB_1RF1RC_1RA---	open	no-period
1RB1LD_1RC0RB_1LA1LE_1LC0LA_0LF0RD_0LD---	open	no-period
1RB1LA_1LC1RE_1LD0LC_1RA1RA_1RF0RB_1RD---	open	no-period
1RB1LD_1LC0RF_1LA1RC_1LE0LA_1LB---_1RC0RF	open	no-period,too-many-params
1RB0RE_1LC1RD_1LA0LC_1RA0RB_1RF1LC_1LE---	open	no-period,too-many-params
1RB---_1LC1RA_1RE0RD_1LF1RC_1RD1LE_0RB0LF	open	no-period
1RB1LF_1RC0RB_1RD0RF_1RE---_1LF1LA_1LA0LE	open	no-period,too-many-params
1RB---_1LC1RF_0LF0LD_0RE0LC_1LC1RB_1RA0RE	open	no-period,too-many-params
1RB---_1RC0LE_0LD0RF_1LB0RE_0RC0LD_1RD1RA	open	too-many-params
1RB1LA_1LA1RC_1LF1RD_0RE0RB_1RA---_1RE0LF	open	no-period,too-many-params
1RB1RE_1LC1RF_1LD0LC_1RA1LD_1RD0RA_0LA---	open	no-period
1RB1LC_1LA1RB_1LD0LA_1RE0LF_1LF0RE_1LA---	open	no-period
1RB1LD_0RC0LF_1LD1RE_0LA0RB_0RD1RB_0LD---	open	silent
1RB1LF_1RC0RB_1LD1RC_1LA1LE_0RA0LD_1LC---	open	no-period,too-many-params
1RB1LC_1RC0RB_1LD0LF_1LA1LE_1RF0LD_---1RB	open	no-period
1RB0RE_1LC1RD_1LA0LC_1RA0RB_1RF1LC_0RB---	open	no-period,too-many-params
1RB0LA_1RC---_1LD1RE_1RC1LD_1RF0RC_1LA0RB	open	no-period
1RB0RE_1LC1RD_1LA0LC_1RA0RB_0RF1LF_1LA---	open	no-period,too-many-params
1RB1LD_1RC0RB_1LA0LE_1LC0LA_0LF1RB_0RD---	open	no-period
1RB0RA_1RC0LC_0LD1RF_1RA1LE_1LD0LB_0RE---	open	no-period,too-many-params
1RB1LC_1LA1RB_1LD0LA_1RE0RF_---1RD_0RE1RB	open	no-period,too-many-params
1RB1LA_1LA1RC_1RD0RB_1LE0LF_---1LD_0LE1LA	open	no-period,too-many-params
1RB1RD_1LC1RA_---1LD_1LE0RA_1LF0LE_0RB0LB	open	no-period,too-many-params
1RB0LE_0RC0RA_1LD0LC_1LA0LB_1RA1LF_---0LC	open	halt-reached,no-period,too-many-params
1RB1RF_1LC0RA_---0LD_0LE0LB_1RF1RB_1RE1LF	open	no-period,too-many-params
1RB0LE_1RC---_0RD0RB_1RE0LA_1RF0LF_1LD1RF	open	silent
1RB1LE_1LC0RF_1LA0RD_1LC1RC_1LB0LB_---1RD	open	no-period
1RB0LD_1LC1RB_0LA0LD_1LE0RB_1RF0RE_---0RD	open	no-period
1RB1LF_1LC1RE_1LD1RD_1LA0LB_0RC---_1RC0LD	open	no-period,too-many-params
1RB---_0RC0LA_1LD0RB_1LE0RF_1LF1LC_1LB0LD	open	no-period
1RB0LE_1RC0LD_1RD1RA_1RE0RB_0LA0RF_1LE---	open	no-period
1RB0RB_1RC1RA_0LD1LC_0RA1LE_1LF0LC_---1LA	open	no-period,too-many-params
1RB---_1LC1RE_1LA0LD_0RE1LC_1LC1RF_1RB0RD	open	no-period,too-many-params
1RB1LE_0RC1RF_1LD1RD_1LA0LB_1RC0LD_0RC---	open	no-period,too-many-params
1RB0RE_1LC0RA_1LD0LC_0LE0LB_1RA1RF_0LC---	open	no-period,too-many-params
1RB0RB_1LC1RA_1LF0LD_0LE1LD_1LA1LC_---1LA	open	no-period,too-many-params
1RB1RC_1LC0RE_1LD0LB_1RA1LC_1RA0RF_---1RE	open	no-period,too-many-params
1RB0RB_1LC1RA_1LF0LD_0LE1LD_1RA1LC_---1LA	open	no-period,too-many-params
1RB0RD_1LC0RA_1LF1LD_0RE0LC_---1LB_1RB1RC	open	no-period,too-many-params
1RB0RB_0LC1RA_1RD1LC_1LA1LE_1LF0LD_---0LA	open	no-period,too-many-params
1RB1LB_1RC0LA_1LD1RF_1RB0LE_---1LA_1RD0RD	open	no-period
1RB0RA_1RC0RC_1LD1RF_---1LE_1RF0LF_1RA0LE	open	no-period
1RB0RA_0RC0RE_1LD1LF_1LE0LC_1RA0LD_0RA---	open	no-period,too-many-params
1RB0LD_1RC0LC_1LA1RC_1RE0LB_1RF---_0RA0RE	open	no-period
1RB0LD_0RC1RB_1RD1RF_0LE1LD_1LA1LE_---0RB	open	no-period
1RB0LC_1RC1RE_1RD0RA_0LE0RF_1RA0LD_1LD---	open	no-period
1RB1LD_1RC0RC_1LD1RB_1LF0LE_0LA1LE_---1LB	open	no-period,too-many-params
1RB1LC_1RC1RE_1LD1LF_---0LE_1RB0RB_0LF1LA	open	no-period,too-many-params
1RB1RC_1LC0RA_1RA0LD_0RE0LF_0LB---_0RF0RE	open	no-period,too-many-params
1RB1RE_1LC1LA_1RA0LD_1LC0LE_0LF0RA_---1RC	open	no-period,too-many-params
1RB1RC_1LC0RE_1LD0LB_1RA1LC_1RA1RF_---1RD	open	no-period,too-many-params
1RB1RD_1LC0LC_1RD1LB_1RF0RE_0RA1RE_---1RB	open	no-period,too-many-params
1RB0LF_1RC---_1LD0RF_1RA0LE_0LD1LD_0RD0RB	open	no-period,too-many-params
1RB0RF_0RC1RD_0LD---_1LE1RA_1LA0LF_0RD0RC	open	no-period,too-many-params
1RB1LC_0LA0RD_1LA0LA_0RF1RE_1LA1RB_---0RB	open	no-period,too-many-params
1RB0RB_1LC1RA_0LE1LD_0RE1LF_---1LA_1LD0LC	open	no-period,too-many-params
1RB0RB_1LC1RA_0LF0LD_1LE1RB_1RA1LC_---1LA	open	no-period,too-many-params
1RB1LB_1RC0RD_0LA1RE_0RF1LC_1LA0RB_---1LC	open	no-period,too-many-params
1RB0RD_1LC1RE_1LA0LD_0RE0RF_1LC1RA_0LE---	open	no-period,too-many-params
1RB1RC_1LC0RE_1LD0LB_1RA1LC_1RA0RF_---0RC	open	no-period,too-many-params
1RB---_1LC0LC_1RD1LB_1LE1RD_0LA1LF_1LD0RF	open	no-period,too-many-params
1RB1LE_0LC1RE_---1LD_0RD1LA_0RF1RF_1RA0LB	open	no-period,too-many-params
1RB0RC_1LC0RD_1RA1LD_0LB1LE_1LB0LF_---0LB	open	halt-reached,no-period,too-many-params
1RB0RC_1RC0LD_1LD1RA_1LF0LE_---0RD_1LB0LA	open	no-period,too-many-params
1RB0LE_0RC0RE_1LD1RA_0LA0RF_0RC0RD_1RB---	open	too-many-params
1RB1LF_1LC1RB_1LF1LD_1LE0RD_1LB---_1LA0LA	open	no-period,too-many-params
1RB1RA_1RC1RC_1LD1RE_1RA0LC_0RB0RF_---0RC	open	too-many-params
1RB1LF_1LC1RB_1LE1LD_1LB0RD_1LF---_1LA0LA	open	no-period,too-many-params
1RB0LC_1LA0LF_1LD---_1RE0RA_1RF0RE_1LB0RD	open	silent
1RB1LA_1RC1RE_1RD0RD_1LA1RC_1RF0LE_1RA---	open	no-period,too-many-params
1RB0RE_1LC0RA_0LD1LB_1LA1LF_0LB0RD_0LB---	open	no-period,too-many-params
1RB0LF_1LC0RE_0LA1RD_---1RE_1RC1RA_0RB1RF	open	halt-reached,no-period,too-many-params
1RB---_0RC1RA_1RD1RF_1LE0LF_1RB0LD_0RE0LC	open	no-period,too-many-params
1RB1RF_1LC0LF_1RD0LB_0RA1RE_1RD---_0RC0LA	open	no-period,too-many-params
1RB0RE_1RC1LC_1LD1RE_1LB0LC_0RF0RA_---1RC	open	too-many-params
1RB1LC_0RC0LF_1LD0RE_0LA0LE_0LA0LB_1LD---	open	silent
1RB1RF_1RC---_1RD0RD_1LE1RC_1RA1LE_1RE0LF	open	no-period,too-many-params
1RB0LD_0RC1RA_1RD1RF_1LA0LE_0RA0LC_0RA---	open	no-period,too-many-params
1RB0RD_1RC1RF_0LA1RA_0RE0RC_1LE1LB_---0LE	open	silent
1RB1LE_0RC1RC_0RD0RB_1RE0RF_1LA0LE_---1RB	open	no-period,rule,too-many-params
1RB0LF_1LC0RB_0LD1LA_0RA1LE_0LA0RA_1LA---	open	no-period
1RB0LA_0RC1RD_0LD1RE_1LA0RF_0RD0LD_1RD---	open	no-period
1RB0RE_0RC0RA_1LD1RF_1LA0LD_1RA0LC_1RE---	open	no-period
1RB0LD_1RC0RA_0RD0RB_1LE1RF_1LB0LE_1RA---	open	no-period
1RB---_1LC0RA_1LD0LC_1RE0RF_0RB0RD_1RD0LB	open	no-period
1RB0LF_1RC0RB_1LD0LE_0LA0LC_1LC0RA_1LA---	open	no-period
1RB0RA_1LC0LE_0LD0LB_1RA0LF_1LB0RD_1LD---	open	no-period
1RB0RA_1LC0LE_0LD0LB_1RA1LE_1LB0RF_1RA---	open	no-period,too-many-params
1RB1LF_1RC0RB_1LD0LE_0LA0LC_1LC0RA_1LE---	open	no-period
1RB0RE_0RC0RA_1LD0RF_1LA0LD_1RA0LC_1RC---	open	no-period
1RB1LE_1RC0RB_1LD0LE_0LA0LC_1LC0RF_1RB---	open	no-period
1RB0RA_1LC0LE_0LD0LB_1RA0LF_1LB0RD_0RC---	open	no-period
1RB0RE_0RC0RA_1LD0RF_1LA0LD_1RA0LC_0RD---	open	no-period
1RB---_1RC0LE_1RD0RB_0RE0RC_1LF1RA_1LC0LF	open	no-period
1RB0LF_1RC0RA_0RD0RB_1LE1RA_1LB0LE_1LE---	open	no-period,too-many-params
1RB0RE_0RC0RA_1LD1RE_1LA0LD_1RA0LF_1LD---	open	no-period
1RB0RA_1LC1RA_0LD1LD_0LE0LC_1LA0LF_---1LC	open	rule
1RB0LF_1RC0RB_1LD0LE_0LA0LC_1LC0RA_0RD---	open	no-period,too-many-params
1RB0LF_1RC0RA_0RD0RB_1LE0RF_1LB0LE_1LE---	open	no-period
1RB0RF_0LC0RA_1LE1RD_0RC---_1LA0LE_1RA0LC	open	no-period
1RB0RA_1LC0LE_0LD0LB_1RA1LF_1LB0RD_1LE---	open	no-period
1RB0RE_1RC---_0LD1LE_0RE1LD_1RF0LC_0RA1RE	open	no-period,too-many-params
1RB0RE_0RC---_1LD0LE_1RA0LD_1LC1RF_1RD1LA	open	no-period,too-many-params
1RB0RF_0LC---_1LE1LD_1RE0LA_1RA0RD_1LB1RD	open	no-period,rule,too-many-params
1RB1LF_1RC1RB_1RD0RB_0LE0LF_---1LD_0LE1LA	open	no-period,too-many-params
1RB0LC_1RC0RA_1RD0RF_0LE---_1LB1LA_1LD1RA	open	no-period,too-many-params
1RB1LF_0RC---_1RD1RF_1LE0LF_1LB0LA_1LD0RE	open	no-period,too-many-params
1RB1LC_1RC0LB_1RD0RF_0RE---_1LB0LF_1LE1RA	open	no-period,too-many-params
1RB---_0LC1LD_0RD1LC_1RE0LB_0RF1RD_1RA0RD	open	no-period,too-many-params
1RB0LA_1RC0RE_0RD---_1LA1LF_1LD1RF_1RA1LB	open	too-many-params
1RB0RE_1RC0RE_1LD1RB_1LA0LA_1RF0LC_---0RC	open	too-many-params
1RB0RD_0LC1LD_1RA1LA_1RE1LB_---0RF_1RA1RF	open	too-many-params
1RB1RA_1LC0LF_1RA1LD_1LB1LE_1LC0LC_---0RA	open	no-period,too-many-params
1RB0LC_0LA1RD_1LA0RE_1RE0RF_1LF---_1LB1RF	open	too-many-params
1RB0LA_0RC1LF_0RD0LA_1LD0LE_1RB1LF_---1LA	open	no-period,too-many-params
1RB0LE_0LC0RF_1LD1LC_1RA0RD_0LA1LA_1RD---	open	silent
1RB0RF_1LC1RD_1LA1LC_1RA1RE_0RB0LD_---0LC	open	no-period,too-many-params
1RB0RA_1LC0RD_---0LD_1LE1LF_1RA1LB_1RC0LD	open	too-many-params
1RB0RC_1LC0RB_1RE1LD_0LB0LF_---0RA_1LB0RC	open	silent
1RB1LA_1RC1RD_0LA0LD_1RE1LC_0RF0LF_---0RA	open	no-period,too-many-params
1RB1LE_0RC0RA_0RD1RF_1LD1LA_0LA0LE_0LB---	open	no-period,too-many-params
1RB0RF_1LC1RD_1LA1LC_1RA1RE_1RB0RB_---0LC	open	no-period,too-many-params
1RB0RC_1LC0RB_1RE1LD_0LB0LF_---0RA_1LB1LD	open	silent
1RB1RA_1LC0LF_1RA1LD_1LB1LE_0LC0RD_---0RA	open	no-period,too-many-params
1RB0RF_1RC1RE_0LD---_1LE1LD_1RF0RF_0RA0LB	open	no-period,too-many-params
1RB0LD_1LC0RE_---1LD_1LE1LA_1RA0LF_1LC1RE	open	silent
1RB0LB_1RC1LE_1LD0RF_---1LB_0LA0LC_1LB1RA	open	silent
1RB1RE_1RC0RF_1LD1RA_1LB1LD_1RC0RC_---0LD	open	no-period,too-many-params
1RB0RB_1RC0LE_1LD1LA_---0LC_1RF1LE_1RA0RA	open	no-period,too-many-params
1RB1RA_1LC0RC_---0LD_0LE0RF_1RE0RA_0LF1LB	open	no-period
1RB0LE_0RC0RD_1LC0RB_0RE1RD_1LF1LE_0LA---	open	no-period,too-many-params
1RB1LA_1RC0RF_1RD---_0LE1RB_---0LA_1LD1RF	open	no-period,too-many-params
1RB0LE_1LC1RA_1RA1LD_0LC0LA_0RE1RF_0RC---	open	no-period
1RB---_0RC0RD_1LD1RB_0LE0LC_1RA0LF_1LD1LE	open	no-period
1RB1RF_1LC1LF_0RE1LD_0LB1LD_---1RC_1RA0RD	open	no-period
1RB1LC_1LC1RD_1LA0LB_0RB1RE_1RF0RA_---0RC	open	no-period
1RB1RD_0LC1RA_0RA1LC_1RA1LE_1RF0LD_---0RE	open	no-period
1RB1RF_0LC0RF_1RD1LC_---0LE_0RC1LF_1RA0LE	open	no-period
1RB1LA_1LC0RE_1LF1LD_0RB0LA_1RC1RE_---0LD	open	no-period
1RB0LD_0RC1RB_0RD0RA_1LE0RD_1LF---_0LA1LA	open	no-period
1RB0RC_1LC1RE_1RA1LD_0LC0LA_1RF1RD_---0RD	open	no-period
1RB1LA_0RC1RD_1LC0LA_1LE1RE_0RB0LF_---0LD	open	no-period
1RB---_0RC0LD_1LB1RC_0LE0LF_1RD1LE_1RF1RA	open	no-period
1RB0LE_0RC1RB_1LC1RD_1RF0LA_0RD1LE_1RB---	open	no-period,too-many-params
1RB0RF_1LC0RD_0LD0LC_1RE0RF_0RB---_1LB1RA	open	halt-reached,no-period
1RB1LF_1RC1RF_0LD1RE_---1LC_0RB1RE_1LA0LE	open	no-period
1RB0LD_1LC1RA_1RA1LC_1LE1LA_0RF1LD_---1RE	open	no-period
1RB0LA_0RC---_0RD0RF_1LD0LE_0LA1LE_1RA0RE	open	no-period
1RB1LB_1RC---_1LD1LF_1LE0LD_0LA1RF_1LC0RE	open	no-period
1RB0RE_1RC0LD_1LD0RF_0LB0LA_1LC1RE_---0RE	open	no-period,too-many-params
1RB1RD_0LC1RA_1LA1LC_1RA1LE_1RF0LD_---0RE	open	no-period
1RB0RE_0RC---_1LD0RA_0LA0LD_1LC1RF_1RC0RE	open	halt-reached,no-period,too-many-params
1RB1LA_1LC0RA_0LF0LD_1RE1LD_1RE0RB_---0LC	open	no-period
1RB1RC_1LC0LE_1RD1RC_1LB0RA_---0LF_1RD1LF	open	no-period,too-many-params
1RB1RA_1RC---_1RD0LD_1LE1RF_0RA1LD_0RC0LC	open	too-many-params
1RB1RA_0LC0RE_1LF1LD_1LA0LA_1LC1RB_---1LC	open	no-period
1RB1LA_1LC0RE_---0LD_1LA0LF_1RA1RE_1LA0LB	open	no-period,too-many-params
1RB0LD_1RC1RF_0RD1RA_1LE1RC_0LA0LD_0RC---	open	no-period
1RB1LD_0RC0RF_1LC0LA_0LE1LD_1LA---_0RB0LF	open	no-period
1RB---_1RC0LD_0LB0RE_1LB1LC_1RD1RF_1RD1RA	open	no-period
1RB1RD_0LC1RA_1RA1LC_0RB1LE_1RF0LD_---0RE	open	no-period
1RB1RA_1LC1LD_1LD0LB_1RE0RF_---1RD_1RA1RB	open	no-period
1RB0LA_0RC0RF_0RD0RA_1LD0LE_0LA1LE_---1LB	open	no-period
1RB1LA_1LA0RC_1RD1RC_1LE0RC_---0LF_1LE0LA	open	no-period,too-many-params
1RB0LF_1RC1RA_0RD0RB_1LE---_0LA1LE_1RD1LA	open	no-period
1RB0LA_0RC---_0RD0RF_1LD0LE_0LA1LE_0RA0LA	open	no-period
1RB0RB_1RC0RD_1LD1RC_1RF0LE_1LC1LE_---0RA	open	no-period,too-many-params
1RB0LC_1LC0RE_1LD1LC_1LA1RD_---0RF_0LB0RD	open	no-period,too-many-params
1RB0LC_1RC0RF_1LA0LD_0LE0RA_0RB1LD_0LA---	open	no-period,rule
1RB1RD_1LC0LE_1RA0LB_1RB---_0LF0RC_0RA1LE	open	no-period,rule
1RB0LC_1LC0RE_1LD1LC_1LA1RD_1RF1RB_---0RB	open	no-period
1RB0LE_0RC0RB_1LD0LD_1RA1LC_---1LF_1LA0LC	open	no-period
1RB0RE_1LC0RA_1LA1LD_1LA---_0RF0LB_0LD1RE	open	no-period,rule
1RB1RF_0RC1RE_1LD1RB_0LE0LC_1RA0LC_0RB---	open	no-period,too-many-params
1RB1RF_1RC0RB_0RD1LF_1LE1RE_1LA---_1RA0LC	open	no-period
1RB1LE_1RC1RA_0LD1RB_1LE1LD_1RF0LA_---0RE	open	no-period
1RB1RA_1LC1LB_1RE0LD_1RA0LB_---0RF_1RC0RA	open	no-period,too-many-params
1RB1LA_1LC0RE_---0LD_1RE0LF_1RA1RE_1LA0LB	open	no-period,too-many-params
1RB1RA_1LC0RC_1RE0LD_0RE0LF_1RA---_1RB1LF	open	no-period,too-many-params
1RB0LD_1LC1RD_0LE1LA_0RB1RD_---0LF_1RA1LF	open	no-period,too-many-params
1RB1RA_1RC1LB_1LD0RA_---0LE_1LC0LF_1RE0LB	open	no-period,too-many-params
1RB1RD_0RC0RD_0LD1LE_1LC0RB_1LF---_1LA0LE	open	no-period
1RB1LA_0RC0RD_1LC1LA_1RE1RD_1LF0LA_---0LE	open	no-period,too-many-params
1RB1RA_1RC1LB_1LD0RA_1LB0LE_1LF1LD_---0LD	open	no-period
1RB1RA_1RC1LB_1LD0RA_1LA0LE_---0LF_0RC0LB	open	no-period,too-many-params
1RB0LC_1LA1RB_0LD1LC_1RE1LF_0RE0RB_---0LE	open	halt-reached,no-period,too-many-params
1RB1RE_1LC0RA_0RD1LB_---1RC_1LF1RE_0LB0LE	open	no-period
1RB0LD_1LC0RA_1RA1LB_1LA1LE_1RF0LC_---0RE	open	no-period,rule
1RB---_1RC1LE_0RD0RF_0RE0LA_1LF0LB_1LA1LD	open	no-period
1RB1LE_1LC0RA_0RF0LD_1LE1LA_1RC0LB_---1RC	open	no-period,rule
1RB1LE_1LB1LC_1RD0LE_---0RB_1RF1LA_0RA0RD	open	no-period
1RB0RF_1RC1RF_1LD0LE_---1LC_1RA1LE_1LC1RB	open	no-period,rule
1RB1LD_1RC0RA_1LA1RE_0LA0LB_0RB1RF_---1RD	open	no-period,rule
1RB0RB_1LB0LC_1RD1LC_1RE0RA_0RF1RA_---1LB	open	no-period
1RB1RE_1LC0RA_1RD0LB_1LB1RC_1LF0RD_---0LE	open	no-period,rule
1RB1LC_1RC0LD_1LA0RB_1LB1LE_1RF0LA_---0RE	open	no-period,rule
1RB1LD_1LC1RE_1RA0LB_1LF1LA_0RB0RC_---0RE	open	no-period,rule
1RB1RE_0RC---_1RD0RD_1LE0LF_1RA0LD_1LC1RB	open	no-period,rule
1RB0RF_1LC0RA_1LD1LB_0LE---_1LA0LA_1RE1LD	open	no-period,rule
1RB1RF_1LC0LA_---0LD_1LE1RB_0RA0LB_1RE0RE	open	silent
1RB0LC_0LC1RF_1LE1RD_0RC1RC_0LA1LA_---1RA	open	no-period
1RB0LF_1LC0LD_1RD1LB_---1RE_0RA1RE_1LA0LE	open	no-period,rule
1RB0LC_1RC1RF_1LD0RA_1LE0LD_1RC0LA_0LA---	open	no-period
1RB0RC_1RC---_1LD1RE_1LE0LD_1RA0LF_0RC0RB	open	no-period,rule
1RB1RF_1LC1LF_---1LD_1LE0RA_1RE1LB_1RD0LD	open	no-period
